ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040690;18860;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040689;18861;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040692;18862;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040691;18863;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040694;18864;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040693;18865;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040715;18866;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040714;18867;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESP;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040662;18868;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040661;18869;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040712;18870;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040713;18871;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040717;18872;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040716;18873;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040660;18874;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040719;18875;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040718;18876;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040687;18877;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040688;18878;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ ANEXO;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040567;18879;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ RESP;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040568;18880;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040565;18881;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040566;18882;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040571;18883;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040572;18884;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040569;18885;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ ANEXO;;POST OPERADOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040570;18886;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PRE PARTOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040561;18887;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PRE PARTOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040562;18888;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;PRE PARTOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040563;18889;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
PREPARTOS;;PRE PARTOS;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040564;18890;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040699;18891;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040698;18892;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040701;18893;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;OBSTETRICIA Y GINECOLOGIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040700;18894;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ ANEXO;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040632;18895;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040631;18896;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040633;18897;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040634;18898;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040708;18899;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ ANEXO;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040625;18900;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040626;18901;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040709;18902;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
URGENCIA;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040624;18903;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040720;18904;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040706;18905;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PEDIATRIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040659;18906;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MATERNIDAD;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040707;18907;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040704;18908;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040705;18909;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040702;18910;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQH;;MEDICO QUIRURGICO HOMBRES;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040703;18911;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040628;18912;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040627;18913;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040629;18914;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040630;18915;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040635;18916;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;MQM;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040636;18917;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PEDIATRIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040658;18918;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PEDIATRIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040657;18919;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PEDIATRIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040574;18920;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQM;;PEDIATRIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040573;18921;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
MQ NO RESP;;PEDIATRIA;Bajo Costo;CATRE CLINICO MANUAL;MALVESTIO;345500;20040575;18922;2018;10;Propio;Bueno;No aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37433E+12;19216;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37402E+12;19217;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37402E+12;19218;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PEDIATRIA;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37402E+12;19219;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37433E+12;19220;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37433E+12;19221;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37433E+12;19222;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37433E+12;19223;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PADIATRIA;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37402E+12;19224;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
APS;;Apoyo Diagnostico;Bajo costo;TallImetro pediatrico;SECA;374;5.37402E+12;19225;2020;5;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
PABELLON;;Apoyo Quirurgico;Mediano Costo ;ELECTROBISTURI;VALLEYLAB;Ft10;T8E24265DX;19330;2020;8;Propio;Bueno;No Aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510012595;19631;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510031379;19632;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510033303;19633;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510041399;19634;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3512201773;19827;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3512200667;19828;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;980;(21) 35B2004414;19829;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;980;(21) 35B2004417;19830;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510053035;19894;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692570;20100;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692571;20101;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692572;20102;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692573;20103;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692574;20104;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692575;20105;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692576;20106;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion Volumetrica;Fresenius Kabi;Agilia VP MC CL;24692577;20107;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion de Jeringa;Fresenius Kabi;Agilia SP MC CL;24692578;20108;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Mediano Costo;Bomba de Infusion de Jeringa;Fresenius Kabi;Agilia SP MC CL;24692583;20113;2021;8;Comodato;Bueno;No aplica;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;980;35B2101499;20358;2021;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;980;35B2101489;20359;2021;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510042091;20412;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510011631;20413;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
UPC;;Apoyo Terapeutico;Alto Costo;Ventilador Fijo Invasivo;Nellcor Puritan Bennett;840;3510031063;20414;2020;10;Propio;Bueno;Critico;0;;1;medico;0;3;0
DIALISIS;;Apoyo Terapeutico;Mediano costo;Balanza para silla de ruedas;SECA;676;1E+13;21181;2022;10;Propio;Bueno;General;0;;1;medico;0;3;0
POST OPERADOS;;Mobiliario;Clinico;Catre Clinico Electrico;MALVESTIO;DELTA  4;20072971;21502;2022;8;Arriendo;Bueno;General;0;;1;medico;0;3;0
POST OPERADOS;;Mobiliario;Clinico;Catre Clinico Electrico;MALVESTIO;DELTA  4;20072970;21503;2022;8;Arriendo;Bueno;General;0;;1;medico;0;3;0
POST OPERADOS;;Mobiliario;Clinico;Catre Clinico Electrico;MALVESTIO;DELTA  4;20072981;21504;2022;8;Arriendo;Bueno;General;0;;1;medico;0;3;0
POST OPERADOS;;Mobiliario;Clinico;Catre Clinico Electrico;MALVESTIO;DELTA  4;20072972;21505;2022;8;Arriendo;Bueno;General;0;;1;medico;0;3;0
POST OPERADOS;;Mobiliario;Clinico;Catre Clinico Electrico;MALVESTIO;DELTA  4;20072978;21506;2022;8;Arriendo;Bueno;General;0;;1;medico;0;3;0
MATERNIDAD;;Apoyo Diagnostico;Bajo costo;Balanza Digital Neonatal;SECA;374;1E+13;21569;2022;10;Propio;Bueno;General;0;;1;medico;0;3;0
MATERNIDAD;;Apoyo Diagnostico;Bajo costo;Balanza Digital Neonatal;SECA;374;1E+13;21570;2022;10;Propio;Bueno;General;0;;1;medico;0;3;0
