ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
MEDICINA [C-MUJER];MEDICINA [C-MUJER];Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;B BRAUN;INFUSOMAT SPACE ;518018;S/N;2019;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS [A-138 REANIMACION];URGENCIAS [A-138 REANIMACION];Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;B BRAUN;INFUSOMAT SPACE ;518064;S/N;2019;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON;PABELLON;Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;B BRAUN;INFUSOMAT SPACE ;524123;S/N;2019;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON;PABELLON;Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;B BRAUN;INFUSOMAT SPACE ;518016;S/N;2019;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA ;PEDIATRIA ;Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;B BRAUN;INFUSOMAT SPACE ;523982;S/N;2019;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS [A-138 REANIMACION];URGENCIAS [A-138 REANIMACION];Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;MEDIFUSION ;DI2000;DI120EXP1211214;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
OFICINA MANTENION;OFICINA MANTENION;Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;MEDIFUSION ;DI2200;DI122EXP1212038;S/N;2011;8;PROPIO;MALO;RELEVANTE;;;1;medico;0;4;0
URGENCIAS [A-138 REANIMACION];URGENCIAS [A-138 REANIMACION];Apoyo Diagnostico;Bajo Costo;BOMBA DE INFUSION CONTINUA;B BRAUN;MELSUNGEN AG;317828;S/N;2011;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON;PABELLON;Apoyo Endoscopico;Alto Costo;CABEZAL DE CAMARA;KARLZ STORZ;H3-ZFI;NW808084-H;S/N;2014;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON QUIRURGICO;PABELLON QUIRURGICO;Apoyo Quirurgico;Alto Costo;CABEZAL DE CAMARA;KARL STORZ;IMAGE 1;WQ015736-K;S/N;2020;6;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON QUIRURGICO;PABELLON QUIRURGICO;Apoyo Quirurgico;Alto Costo;CABEZAL DE CAMARA;KARL STORZ;IMAGE 1 S;WQ015188-K;S/N;2020;6;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PABELLON QUIRURGICO;PABELLON QUIRURGICO;Apoyo Quirurgico;Alto Costo;CABLE DE FIBRA OPTICA;GINNI;GMBH; E8230;S/N;2020;4;PROPIO;BUENO;NO APLICA;;;1;medico;0;4;0
PABELLON QUIRURGICO;PABELLON QUIRURGICO;Apoyo Quirurgico;Alto Costo;CABLE DE FIBRA OPTICA;GINNI;GMBH; E8230;S/N;2020;4;PROPIO;BUENO;NO APLICA;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233474;664;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233478;739;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233479;750;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233460;744;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233477;670;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233461;754;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233475;751;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233476;714;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233455;755;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233454;708;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233459;720;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233458;725;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233464;742;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233457;726;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233465;707;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233483;719;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233482;671;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242035;656;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242039;674;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242038;705;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242034;673;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242059;699;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233452;711;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233468;672;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233469;747;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242058;698;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
POST OPERADO;POST OPERADO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242021;668;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242053;665;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233453;666;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242020;756;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242052;701;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242014;730;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233473;697;2020;8;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233472;731;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242022;729;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233466;662;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO ZOCALO;MEDICO QUIRURGICO ZOCALO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242023;692;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233470;723;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242024;740;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233480;736;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233481;741;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242025;715;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO ZOCALO;MEDICO QUIRURGICO ZOCALO;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242045;691;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242044;738;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190233467;743;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242055;700;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242049;728;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242046;732;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO HOMBRE;MEDICO QUIRURGICO HOMBRE;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242065;659;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242047;704;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242056;713;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242061;745;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
PEDIATRIA;PEDIATRIA;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242066;706;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MATERNIDAD;MATERNIDAD;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242067;753;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
MEDICO QUIRURGICO MUJER;MEDICO QUIRURGICO MUJER;Apoyo Terapeutico;Mediano Costo;CAMA;LINET;ELEGANZA 2;20190242063;737;2020;5;PROPIO;BUENO;RELEVANTE;;;1;medico;0;4;0
