ubicacion;subUbicacion;clase;subclase;nombre;marca;modelo;serie;numeroInventario;ano;vidaUtil;propietario;estado;criticidad;garantia;vencimientoGarantia;planMantencion;tipoEquipo;idConvenio;idInstitucion;eliminado
URGENCIA;HOSPITAL DE ARAUCO;MOBILIARIO;CLINICO;CAMILLA HIDRAULICA;TRANSFERENCIA;SKB041-4;S/N;21-13101;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;MOBILIARIO;CLINICO;CAMILLA HIDRAULICA;TRANSFERENCIA;SKB041-4;S/N;21-13102;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;MOBILIARIO;CLINICO;CAMILLA HIDRAULICA;TRANSFERENCIA;SKB041-4;S/N;21-13103;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;COAGULACION;SIEMEN (SYSMEX);CS 2500;22806;COMODATO;2019;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;MEDIANO COSTO;CONTADOR HEMATOLOGICO;MINDRAY;BC-6200;TW-1A001805;COMODATO;2022;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;IMAGENOLOGIA;ALTO COSTO;ECOGRAFO ;GENERAL ELECTRIC;VOLUSON S8T;VS8802881;21-13338;2020;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;ELECTROCARDIOGRAFO;MINDRAY;BENEHAERT R12;FN 99017055;21-13079;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CONSULTORIO ;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;ELECTROCARDIOGRAFO;MINDRAY;BENEHAERT R12;FN 99017054;21-13080;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;ELECTROCARDIOGRAFO;MINDRAY;BENEHAERT R12;FN 99017053;21-13081;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;ELECTROCARDIOGRAFO;MINDRAY;BENEHAERT R12;FN 99017056;21-13082;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;IMAGENOLOGIA;ALTO COSTO;ELECTROENCEFALOGRAMA;NATUS;BRAIN MONITOR;PK1274M00523;21-14382;2021;6;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;EQUIPO RADIO FRECUENCIA CON SET;COB LATOR;RF800 E ARTHRO CARE);CE0Q00049C;21-12655;2018;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;FACOEMULSIFICADOR;ALCON;CENTURION;1802189101X;21-12654;2018;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;FACOEMULSIFICADOR;ALCON;CONSTELLATION;1703445501X;COMODATO;2019;8;COMODATO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;LAMPARA FRONTAL OTORRINO;;;;21-12657;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
ESTERILIZACION;HOSPITAL DE ARAUCO;ESTERILIZACION;MEDIANO COSTO;MAQUINA LAVADORA ULTRASONIDO;SMEG;VU13H;312276;21-12648;2019;15;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;MODULO MONITORIZACION SEDACION PROFUNDA;COVIDIEM;;B238970;21-12797;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
CAE CHICO;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;MONITOR DE SIGNOS VITALES;VITAL SIGNS;YK-810B;2.00927E+15;21-13794;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFIBRILADOR;CU MEDICAL SYSTEM;CU-HD1;M2R01A028;21-13561;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFIBRILADOR;CU MEDICAL SYSTEM;CU-HD1;M2R05B016;21-13652;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
CAMARA HIPERBARICA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFIBRILADOR;CU MEDICAL SYSTEM;CU-HD1;M2R05B013;21-13495;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFIBRILADOR;ZOLL;SERIE R;AF21F137092;21-14428;2021;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA 1;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO;MEDIANA;M 20;4.01542E+11;21-12748;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA 1;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO ;NIHON KOHDEN;PVM-2703K;119240;21-13325;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO ;NIHON KOHDEN;PVM-2703K;119250;21-13326;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MEDICINA MUJERES;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETRO ;NIHON KOHDEN;PVM-2703K;119274;21-13327;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETROS MEDIANA COMPLEJIDAD;NIHON KOHDEN; BSN 3572;7552;21-12658 ;2018;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR MULTIPARAMETROS MEDIANA COMPLEJIDAD;NIHON KOHDEN; BSN 3572;7393;21-12659;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITORIZACION DE TRANSMISION NEUROMUSCULA;DRAGER;INFINITY TRIDENT NMT SMART POD;5660985858;21-12796;2019;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
RAYOS DENTAL;HOSPITAL DE ARAUCO;IMAGENOLOGIA;MEDIANO COSTO;REVELADORA DENTAL;DURR DENTAL;PERIOMAT PLUS;K060632;21-13337;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
ODONTOLOGIA;HOSPITAL DE ARAUCO;IMAGENOLOGIA;MEDIANO COSTO;REVELADORA DENTAL;DURR DENTAL;PERIOMAT PLUS;K060630;21-13368;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
RAYOS DENTAL;HOSPITAL DE ARAUCO;IMAGENOLOGIA;MEDIANO COSTO;RX DENTAL;OWANDY;ELIOS AC;27190239;21-13364;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;IMAGENOLOGIA;MEDIANO COSTO;RX DENTAL;VILLA SISTEM MEDICAL;ENDOS ACP;27190084;21-13363;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
RAYOS X;HOSPITAL DE ARAUCO;IMAGENOLOGIA;ALTO COSTO;RX OSTEOPULMONAR;CARESTREAM HEALTH;DXR ASCEND;QRAD-20N-02040;21-13620;2020;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
ODONTO PEDIATRIA;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;DENCAR;TS 2688;20132551381;21-12000;2017;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE CHICO;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;DENIMED (SDRITTER);YUSSEPE;;21-13306;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
DENTAL APS;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;DENIMED (SDRITTER);YUSSEPE;;21-13305;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
DENTAL APS;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;GNATUS;G3;1824792;21-14924;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
SERVICIO DENTAL BOX 7;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;ZURIK;ZERO;211630;21-14975;2022;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
DENTAL;HOSPITAL DE ARAUCO;ODONTOLOGIA;BAJO COSTO;ULTRA SONIDO DENTAL;WODDPECVKER;UDS-J;S183026J;21-13096;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
DENTAL;HOSPITAL DE ARAUCO;ODONTOLOGIA;BAJO COSTO;ULTRA SONIDO DENTAL;WODDPECVKER;UDS-J;S1890387J;21-13095;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
DENTAL;HOSPITAL DE ARAUCO;ODONTOLOGIA;BAJO COSTO;ULTRA SONIDO DENTAL;WODDPECVKER;UDS-J;S1890318J;21-13097;2019;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
URGENCIA 1;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;ALTO COSTO;VENTILADOR MECANICO;DRAGER;OXYLOG 3000;ASNN-0166;21-13874;2021;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
URGENCIA 2;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;VITAL SIGNS;MD2000B;1.74607E+11;SOLICITAR NUMERO DE INVENTARIO;2021;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MEDICINA HOMBRE;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;VITAL SIGNS;MD2000B;1.74607E+11;21-15084;2022;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 8;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DEA;ZOLL;AED PLUS;8.47946E+11;21-12349;2018;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 10;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;GENERAL ELECTRICS;CARESCAPE V 100;SH6192400985A;21-13140;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 10;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;CA-MI;ASKIR 230/12V BR;17679;21-13141;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MOVIL 10;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DEA;ZOLL;AEDPLUS;X19H1942;21-13142;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 10;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;NEBULIZADOR;APEX MINI PLUS;912-021000;K011705013000038;21-13143;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MOVIL 11;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;GENERAL ELECTRICS;CARESCAPE V 100;SH6190506815A;21-13192;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 11;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;CA-MI;ASKIR 230/12V BR;17671;21-13193;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MOVIL 11;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DEA;ZOLL;AEDPLUS;X19H190920;21-13194;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 11;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;NEBULIZADOR;APEX MINI PLUS;912-021000;K011705013000040;21-13195;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MOVIL 12;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;GENERAL ELECTRICS;CARESCAPE V 100;SH619240045A;21-13255;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 12;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;CA-MI;ASKIR 230/12V BR;17670;21-13256;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MOVIL 12;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DEA;ZOLL;AEDPLUS;X19H190922;21-13257;2020;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 12;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;BAJO COSTO;NEBULIZADOR;APEX MINI PLUS;912-021000;K011705013000031;21-13258;2020;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE BOX 2;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;MEDIAIR;SUB01;SU13E00775;21-15247;2022;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
HALL DE ESPERA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;DEA;ZOLL;AED PLUS;0084794609938 1 (21) X22C460467;21-15248;2022;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
MOVIL 8;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;PHILLIPS;INTELLIVUE;DE65527736;21-12349;2018;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
ODONTO PEDIATRIA;HOSPITAL DE ARAUCO;ODONTOLOGIA;MEDIANO COSTO;SILLON DENTAL;RITTER;ULTIMATE;21081123;21-15364;2022;8;PROPIO;BUENO;RELEVANTE;1;2024;0;medico;0;2;0
LABORATORIO;HOSPITAL DE ARAUCO;LABORATORIO/FARMAC;ALTO COSTO;ANALIZADOR AUTOMATICO DE QUIMICA CLINICA;JHONSON & JHONSON;VITROS 4600;46000336;COMODATO;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;ANGIOGRAFO (CAMARA RETINAL);ZEISS;VISUCAM 500;1101078;21-10442;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;AUDIOMETRO;INTERACUSTICS;AC40;934182;21-11205;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;AUTOREFRACTOMETRO;NIDEK;ARK-1;432484;21-11295;2016;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;AUTOREFRACTOMETRO CON AIRE;TOPCON;TRK-2P;5271161;21-11047;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MEDICINA;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1636A;21500004358;21-10676;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAMARA HIPERBARICA;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;BAJO COSTO;BOMBA DE ASPIRACION;THOMAS;1636A;31400004140;21-10342;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAMARA HIPERBARICA;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;ALTO COSTO;CAMARA HIPERBARICA;TOTALMAT;1600;ABSG.D22433536,RL,000,044;21-10338;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;CAMARA SILENTE;IA;AC40;934182;21-11294;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
KINESIOTERAPIA;HOSPITAL DE ARAUCO;MOBILIARIO;CLINICO;CAMILLA HIDRAULICA;S/N;S/N;S/N;21-10405;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;ELECTROBISTURI;COVIEIEN;FORCE FX;55F17866AX;21-11201;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;ENDOSCOPIO ;KARLSTORZ;S/N;28132BA;21-10927;2016;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;EQUIPO ESTIMULADOR DE AIRE (IRRIGADOR CALORICO);INTERACUSTICS;AFX21;938499;21-11069;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;EQUIPO LASER FOTOCOAGULADOR;ELLEX;INTEGRE PRO SCAN;15YC020;21-11062;2015;10;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;EQUIPO LASER YAG/SLT;ELLEX;TANGO;TG2546;21-11067;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;ALTO COSTO;EQUIPO OEA DE SCREENING;INTERACUSTICS;TITAN;935557;21-11196;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PEDIATRIA;HOSPITAL DE ARAUCO;APOYO TERAPEUTICO;MEDIANO COSTO;FOTOTERAPIA;CHONGWAE;CHS-PU34;4.6101E+13;-;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;IMPEDANCIOMETRO;GAES;AT235;926644;21-11071;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;LAMPARA DE HENDIDURA;NIDEK;SL 1800;901258;21-11059;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;LAMPARA DE HENDIDURA;NIDEK;SL 1800;901222;21-11061;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;LAMPARA QUIRURGICA;DRAGER;POLARIS 200;ASHNOO 34;21-11194;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;MEDIANO COSTO;LENSOMETRO DIGITAL;HUVITZ;HLM-7000;7LM00015D0100;21-11048;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;MAQUINA DE ANESTESIA;DRAGER;FABIUS GS PREMIUM;REF 8607000-61/ASHA-0095;21-10449;2015;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;MAQUINA DE ANESTESIA;DRAGER;FABIUS GS PREMIUM;REF 860700 RI64/ASHL-0253;21-11192;2015;10;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;MESA QUIRURGICA;BARRFAB;BF 683 TD;85250115;21-10448;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;MICROSCOPIO OCULAR QUIRURGICO;ZEISS;OPMI MOVENA S7;6628187324;21-11191;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;MICROSCOPIO QUIRURGICO;ZEISS;S8 OPMI-VISU 210;6629503156;21-5760;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;MEDIANO COSTO;MODULO TRASMISION NEUROMUSCULAR;S/N;S/N;S/N;21-10639;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
MATERNIDAD;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DE SIGNOS VITALES;MEDIANA;S/N;A7058-1;21-10964;2016;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
CAMARA HIPERBARICA;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFIBRILADOR;INSTRAMED;CARDIOMAX;4811 CM 6611;21-10343;2015;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;MONITOREO;MEDIANO COSTO;MONITOR DESFIBRILADOR;INSTRAMED;CARDIOMAX;50105CM7130;21-11204;2015;8;PROPIO;BUENO;CRITICO;;;;medico;0;2;0
PABELLON;HOSPITAL DE ARAUCO;APOYO QUIRURGICO;ALTO COSTO;MOTOR MICRODEBRIDADOR;KARLSTORZ;UNDRIVE SII ENT;ZW711232-P;21-11193;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;REHABILITACION;ALTO COSTO;PLATAFORMA DE REHABILITACION;BRU;BRU 425;5021128;21-12224;2016;15;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;REHABILITACION;ALTO COSTO;POTENCIAL EVOCADO (ABR OEA);ECLIPSE;EP25;938271;21-11070;2015;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;PROYECTOR DE OPTOTIPOS;PHARMA;CONN 200;T0901015C;21-11057;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
CAE;HOSPITAL DE ARAUCO;APOYO DIAGNOSTICO;BAJO COSTO;PROYECTOR DE OPTOTIPOS;TOPCON;S/N;1450419;21-11214;2016;8;PROPIO;BUENO;RELEVANTE;;;;medico;0;2;0
